# Time (s),Altitude (m),Position East of launch (m),Position North of launch (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s)
206.397,2785.458,657.108,-681.906,-31.563,0.046,5.014,0.258,74.313,1.111e-7,0.039,1.592e-4
206.897,2769.682,655.362,-680.153,-31.54,0.042,4.885,0.095,73.339,1.111e-7,0.039,3.183e-4
207.397,2753.918,653.646,-678.431,-31.519,0.042,4.837,0.121,73.51,1.111e-7,0.039,3.183e-4
207.897,2738.164,651.95,-676.729,-31.498,0.042,4.776,0.002,72.766,1.111e-7,0.039,3.183e-4
208.397,2722.42,650.264,-675.037,-31.477,0.043,4.777,0.124,72.078,1.111e-7,0.039,3.183e-4
208.897,2706.687,648.567,-673.333,-31.456,0.045,4.839,0.261,71.276,1.111e-7,0.039,3.183e-4
209.397,2690.965,646.837,-671.596,-31.433,0.042,4.97,0.166,71.792,1.111e-7,0.039,3.183e-4
209.897,2675.253,645.068,-669.821,-31.412,0.043,5.053,0.208,71.562,1.111e-7,0.039,3.183e-4
210.397,2659.553,643.266,-668.013,-31.39,0.045,5.157,0.249,74.255,1.111e-7,0.039,1.592e-4
210.897,2643.863,641.468,-666.209,-31.368,0.041,5.032,0.049,73.052,1.111e-7,0.039,3.183e-4
211.397,2628.185,639.696,-664.431,-31.347,0.043,5.008,0.155,71.906,1.111e-7,0.039,3.183e-4
211.897,2612.517,637.915,-662.643,-31.325,0.045,5.086,0.235,71.391,1.111e-7,0.039,3.183e-4
212.397,2596.859,636.1,-660.821,-31.303,0.043,5.203,0.144,71.963,1.111e-7,0.039,3.183e-4
212.897,2581.213,634.25,-658.966,-31.282,0.046,5.275,0.284,74.427,1.111e-7,0.039,1.592e-4
213.397,2565.578,632.413,-657.123,-31.259,0.041,5.133,0.044,73.052,1.111e-7,0.039,3.183e-4
213.897,2549.954,630.606,-655.309,-31.238,0.042,5.111,0.076,72.365,1.111e-7,0.039,3.183e-4
214.397,2534.34,628.795,-653.492,-31.217,0.042,5.149,0.02,72.88,1.111e-7,0.039,3.183e-4
214.897,2518.737,626.979,-651.67,-31.196,0.042,5.139,0.026,72.938,1.111e-7,0.039,3.183e-4
215.397,2503.144,625.168,-649.852,-31.175,0.045,5.126,0.22,74.083,1.111e-7,0.039,1.592e-4
215.897,2487.562,623.378,-648.056,-31.153,0.042,5.016,0.133,73.568,1.111e-7,0.039,3.183e-4
216.397,2471.991,621.619,-646.291,-31.131,0.042,4.95,0.06,73.109,1.111e-7,0.039,3.183e-4
216.897,2456.431,619.877,-644.543,-31.111,0.042,4.92,0.085,73.281,1.111e-7,0.039,3.183e-4
217.397,2440.881,618.149,-642.808,-31.09,0.042,4.877,0.063,72.422,1.111e-7,0.039,3.183e-4
217.897,2425.341,616.422,-641.075,-31.069,0.042,4.909,0.066,72.422,1.111e-7,0.039,3.183e-4
218.397,2409.812,614.684,-639.331,-31.048,0.042,4.942,2.71e-4,72.766,1.111e-7,0.039,3.183e-4
218.897,2394.293,612.94,-637.58,-31.027,0.044,4.942,0.213,74.026,1.111e-7,0.039,1.592e-4
219.397,2378.785,611.214,-635.849,-31.005,0.041,4.836,0.006,72.766,1.111e-7,0.039,3.183e-4
219.897,2363.287,609.507,-634.136,-30.985,0.041,4.838,0.028,72.594,1.111e-7,0.039,3.183e-4
220.397,2347.8,607.797,-632.419,-30.964,0.041,4.852,0.02,72.651,1.111e-7,0.039,3.183e-4
220.897,2332.323,606.083,-630.699,-30.944,0.041,4.862,0.053,72.479,1.111e-7,0.039,3.183e-4
221.397,2316.856,604.362,-628.972,-30.923,0.041,4.889,0.02,72.88,1.111e-7,0.039,3.183e-4
221.897,2301.4,602.638,-627.242,-30.903,0.041,4.879,0.016,72.708,1.111e-7,0.039,3.183e-4
222.397,2285.953,600.915,-625.513,-30.883,0.041,4.887,0.065,72.422,1.111e-7,0.039,3.183e-4
222.897,2270.517,599.185,-623.776,-30.862,0.041,4.92,0.069,72.365,1.111e-7,0.039,3.183e-4
223.397,2255.091,597.442,-622.028,-30.842,0.04,4.954,0.069,73.167,1.111e-7,0.039,3.183e-4
223.897,2239.675,595.7,-620.279,-30.822,0.04,4.919,0.057,73.109,1.111e-7,0.039,3.183e-4
224.397,2224.269,593.969,-618.542,-30.802,0.041,4.891,0.102,72.193,1.111e-7,0.039,3.183e-4
224.897,2208.873,592.233,-616.801,-30.781,0.043,4.942,0.25,71.333,1.111e-7,0.039,3.183e-4
225.397,2193.488,590.467,-615.028,-30.76,0.04,5.067,0.132,72.021,1.111e-7,0.039,3.183e-4
225.897,2178.113,588.667,-613.222,-30.74,0.041,5.133,0.2,73.969,1.111e-7,0.039,3.183e-4
226.397,2162.748,586.873,-611.422,-30.72,0.041,5.033,0.167,73.74,1.111e-7,0.039,3.183e-4
226.897,2147.393,585.111,-609.654,-30.699,0.042,4.949,0.219,71.505,1.111e-7,0.039,3.183e-4
227.397,2132.049,583.345,-607.882,-30.678,0.039,5.059,0.023,72.938,1.111e-7,0.039,3.183e-4
227.897,2116.715,581.562,-606.093,-30.659,0.04,5.047,0.038,72.536,1.111e-7,0.039,3.183e-4
228.397,2101.391,579.777,-604.302,-30.639,0.04,5.066,0.064,73.167,1.111e-7,0.039,3.183e-4
228.897,2086.076,577.994,-602.513,-30.618,0.041,5.034,0.086,73.281,1.111e-7,0.039,3.183e-4
229.397,2070.772,576.225,-600.738,-30.598,0.04,4.991,0.039,72.536,1.111e-7,0.039,3.183e-4
229.897,2055.478,574.46,-598.967,-30.578,0.041,5.011,0.085,72.307,1.111e-7,0.039,3.183e-4
230.397,2040.195,572.684,-597.184,-30.557,0.041,5.054,0.083,72.307,1.111e-7,0.039,3.183e-4
230.897,2024.921,570.893,-595.387,-30.537,0.046,5.095,0.325,70.875,1.111e-7,0.039,3.183e-4
231.397,2009.658,569.066,-593.554,-30.514,0.039,5.258,0.044,72.536,1.111e-7,0.039,3.183e-4
231.897,1994.406,567.206,-591.689,-30.495,0.039,5.28,0.057,73.109,1.111e-7,0.039,3.183e-4
232.397,1979.164,565.347,-589.824,-30.475,0.04,5.251,0.14,71.963,1.111e-7,0.039,3.183e-4
232.897,1963.931,563.481,-587.952,-30.455,0.039,5.321,0.021,72.88,1.111e-7,0.039,3.183e-4
233.397,1948.708,561.605,-586.07,-30.436,0.04,5.311,0.162,73.74,1.111e-7,0.039,3.183e-4
233.897,1933.495,559.744,-584.203,-30.415,0.04,5.23,0.16,73.74,1.111e-7,0.039,3.183e-4
234.397,1918.293,557.912,-582.366,-30.395,0.04,5.15,0.137,73.568,1.111e-7,0.039,3.183e-4
234.897,1903.1,556.107,-580.554,-30.376,0.04,5.081,0.146,71.906,1.111e-7,0.039,3.183e-4
235.397,1887.917,554.3,-578.742,-30.356,0.04,5.155,0.166,73.74,1.111e-7,0.039,3.183e-4
235.897,1872.744,552.495,-576.931,-30.336,0.039,5.072,0.111,72.135,1.111e-7,0.039,3.183e-4
236.397,1857.581,550.695,-575.125,-30.317,0.039,5.127,0.163,71.849,1.111e-7,0.039,3.183e-4
236.897,1842.427,548.871,-573.295,-30.297,0.039,5.209,0.117,72.078,1.111e-7,0.039,3.183e-4
237.397,1827.284,547.022,-571.44,-30.278,0.038,5.267,0.075,72.365,1.111e-7,0.039,3.183e-4
237.897,1812.15,545.157,-569.568,-30.259,0.038,5.304,0.029,72.594,1.111e-7,0.039,3.183e-4
238.397,1797.025,543.282,-567.688,-30.24,0.038,5.319,0.031,72.938,1.111e-7,0.039,3.183e-4
238.897,1781.91,541.407,-565.807,-30.221,0.039,5.303,0.173,73.797,1.111e-7,0.039,3.183e-4
239.397,1766.805,539.55,-563.944,-30.201,0.038,5.217,0.081,72.307,1.111e-7,0.039,3.183e-4
239.897,1751.709,537.701,-562.09,-30.182,0.038,5.257,0.125,73.51,1.111e-7,0.039,3.183e-4
240.397,1736.623,535.857,-560.239,-30.163,0.037,5.195,0.034,72.594,1.111e-7,0.039,3.183e-4
240.897,1721.546,534.02,-558.397,-30.144,0.037,5.212,0.051,73.109,1.111e-7,0.039,3.183e-4
241.397,1706.478,532.185,-556.556,-30.125,0.038,5.186,0.144,73.625,1.111e-7,0.039,3.183e-4
241.897,1691.42,530.367,-554.732,-30.106,0.038,5.114,0.136,73.568,1.111e-7,0.039,3.183e-4
242.397,1676.372,528.574,-552.933,-30.087,0.037,5.046,0.016,72.88,1.111e-7,0.039,3.183e-4
242.897,1661.333,526.794,-551.147,-30.069,0.039,5.038,0.153,71.906,1.111e-7,0.039,3.183e-4
243.397,1646.304,525.002,-549.35,-30.049,0.051,5.115,0.5,69.901,1.111e-7,0.039,3.183e-4
243.897,1631.285,523.152,-547.494,-30.024,0.034,5.365,0.077,72.307,1.111e-7,0.039,3.183e-4
244.397,1616.278,521.252,-545.588,-30.007,0.036,5.403,0.012,72.88,1.111e-7,0.039,3.183e-4
244.897,1601.279,519.345,-543.675,-29.989,0.037,5.398,0.011,72.823,1.111e-7,0.039,3.183e-4
245.397,1586.289,517.441,-541.765,-29.97,0.038,5.392,0.117,73.453,1.111e-7,0.039,3.183e-4
245.897,1571.309,515.547,-539.866,-29.952,0.042,5.333,0.317,74.656,1.111e-7,0.039,1.592e-4
246.397,1556.338,513.693,-538.006,-29.93,0.036,5.175,2.071e-4,72.766,1.111e-7,0.039,3.183e-4
246.897,1541.378,511.866,-536.173,-29.912,0.037,5.175,0.091,73.339,1.111e-7,0.039,3.183e-4
247.397,1526.426,510.048,-534.349,-29.894,0.039,5.129,0.205,71.562,1.111e-7,0.039,3.183e-4
247.897,1511.484,508.219,-532.515,-29.874,0.037,5.232,0.055,72.479,1.111e-7,0.039,3.183e-4
248.397,1496.552,506.367,-530.657,-29.856,0.037,5.259,0.082,72.307,1.111e-7,0.039,3.183e-4
248.897,1481.628,504.504,-528.788,-29.837,0.039,5.3,0.168,71.792,1.111e-7,0.039,3.183e-4
249.397,1466.715,502.618,-526.897,-29.818,0.039,5.384,0.228,71.448,1.111e-7,0.039,3.183e-4
249.897,1451.811,500.697,-524.97,-29.798,0.039,5.498,0.263,74.313,1.111e-7,0.039,1.592e-4
250.397,1436.916,498.779,-523.047,-29.778,0.036,5.366,0.119,73.453,1.111e-7,0.039,3.183e-4
250.897,1422.032,496.895,-521.157,-29.76,0.043,5.307,0.382,75,1.111e-7,0.039,1.592e-4
251.397,1407.157,495.056,-519.312,-29.739,0.034,5.116,0.087,73.281,1.111e-7,0.039,3.183e-4
251.897,1392.292,493.257,-517.508,-29.722,0.035,5.072,0.027,72.938,1.111e-7,0.039,3.183e-4
252.397,1377.435,491.469,-515.714,-29.705,0.036,5.059,0.072,73.224,1.111e-7,0.039,3.183e-4
252.897,1362.587,489.69,-513.929,-29.687,0.036,5.023,0.046,72.536,1.111e-7,0.039,3.183e-4
253.397,1347.748,487.913,-512.146,-29.669,0.036,5.046,0.092,72.25,1.111e-7,0.039,3.183e-4
253.897,1332.918,486.123,-510.351,-29.651,0.039,5.092,0.252,71.333,1.111e-7,0.039,3.183e-4
254.397,1318.098,484.304,-508.526,-29.631,0.036,5.218,0.137,71.963,1.111e-7,0.039,3.183e-4
254.897,1303.287,482.45,-506.666,-29.613,0.035,5.286,0.024,72.651,1.111e-7,0.039,3.183e-4
255.397,1288.485,480.581,-504.792,-29.596,0.043,5.298,0.389,75.057,1.111e-7,0.039,1.592e-4
255.897,1273.692,478.745,-502.95,-29.574,0.034,5.104,0.153,73.682,1.111e-7,0.039,3.183e-4
256.397,1258.909,476.957,-501.156,-29.557,0.034,5.028,0.045,73.052,1.111e-7,0.039,3.183e-4
256.897,1244.135,475.186,-499.38,-29.54,0.035,5.005,0.139,71.963,1.111e-7,0.039,3.183e-4
257.397,1229.369,473.407,-497.595,-29.523,0.035,5.075,0.086,72.307,1.111e-7,0.039,3.183e-4
257.897,1214.612,471.608,-495.791,-29.505,0.035,5.117,0.044,72.536,1.111e-7,0.039,3.183e-4
258.397,1199.864,469.798,-493.975,-29.488,0.036,5.14,0.133,72.021,1.111e-7,0.039,3.183e-4
258.897,1185.124,467.971,-492.143,-29.47,0.041,5.206,0.347,74.828,1.111e-7,0.039,1.592e-4
259.397,1170.394,466.164,-490.33,-29.45,0.033,5.033,0.005,72.823,1.111e-7,0.039,3.183e-4
259.897,1155.673,464.388,-488.548,-29.433,0.035,5.031,0.093,72.25,1.111e-7,0.039,3.183e-4
260.397,1140.961,462.604,-486.759,-29.416,0.037,5.077,0.174,73.797,1.111e-7,0.039,3.183e-4
260.897,1126.258,460.827,-484.976,-29.397,0.035,4.99,0.007,72.823,1.111e-7,0.039,3.183e-4
261.397,1111.564,459.066,-483.21,-29.38,0.036,4.987,0.009,72.823,1.111e-7,0.039,3.183e-4
261.897,1096.878,457.307,-481.445,-29.362,0.036,4.982,0.005,72.766,1.111e-7,0.039,3.183e-4
262.397,1082.202,455.548,-479.68,-29.344,0.037,4.984,0.103,72.193,1.111e-7,0.039,3.183e-4
262.897,1067.535,453.779,-477.906,-29.325,0.038,5.036,0.185,71.734,1.111e-7,0.039,3.183e-4
263.397,1052.877,451.985,-476.107,-29.307,0.036,5.128,0.069,72.365,1.111e-7,0.039,3.183e-4
263.897,1038.228,450.169,-474.285,-29.289,0.036,5.163,0.035,72.594,1.111e-7,0.039,3.183e-4
264.397,1023.588,448.343,-472.454,-29.271,0.036,5.18,0.032,72.594,1.111e-7,0.039,3.183e-4
264.897,1008.957,446.511,-470.617,-29.253,0.036,5.196,0.128,73.51,1.111e-7,0.039,3.183e-4
265.397,994.335,444.688,-468.788,-29.235,0.036,5.132,0.09,73.281,1.111e-7,0.039,3.183e-4
265.897,979.722,442.885,-466.979,-29.217,0.036,5.087,0.109,73.396,1.111e-7,0.039,3.183e-4
266.397,965.118,441.099,-465.187,-29.199,0.035,5.032,0.03,72.938,1.111e-7,0.039,3.183e-4
266.897,950.523,439.325,-463.408,-29.181,0.04,5.018,0.292,71.104,1.111e-7,0.039,3.183e-4
267.397,935.937,437.528,-461.606,-29.162,0.036,5.164,0.224,71.505,1.111e-7,0.039,3.183e-4
267.897,921.361,435.685,-459.757,-29.144,0.034,5.276,0.116,72.078,1.111e-7,0.039,3.183e-4
268.397,906.793,433.812,-457.879,-29.127,0.035,5.334,0.168,71.792,1.111e-7,0.039,3.183e-4
268.897,892.234,431.914,-455.975,-29.109,0.035,5.418,0.194,71.677,1.111e-7,0.039,3.183e-4
269.397,877.684,429.984,-454.04,-29.091,0.035,5.515,0.178,71.734,1.111e-7,0.039,3.183e-4
269.897,863.143,428.021,-452.072,-29.074,0.035,5.604,0.164,71.849,1.111e-7,0.039,3.183e-4
270.397,848.61,426.028,-450.073,-29.056,0.033,5.686,0.02,72.651,1.111e-7,0.039,3.183e-4
270.897,834.086,424.018,-448.058,-29.04,0.034,5.696,0.069,73.167,1.111e-7,0.039,3.183e-4
271.397,819.571,422.013,-446.048,-29.023,0.035,5.662,0.163,73.74,1.111e-7,0.039,3.183e-4
271.897,805.063,420.029,-444.058,-29.006,0.035,5.58,0.162,73.74,1.111e-7,0.039,3.183e-4
272.397,790.565,418.073,-442.097,-28.988,0.034,5.499,0.103,72.193,1.111e-7,0.039,3.183e-4
272.897,776.075,416.122,-440.141,-28.971,0.033,5.551,0.026,72.651,1.111e-7,0.039,3.183e-4
273.397,761.594,414.16,-438.173,-28.955,0.034,5.564,0.055,72.479,1.111e-7,0.039,3.183e-4
273.897,747.12,412.191,-436.198,-28.938,0.034,5.591,0.135,73.568,1.111e-7,0.039,3.183e-4
274.397,732.656,410.229,-434.231,-28.921,0.033,5.523,0.023,72.938,1.111e-7,0.039,3.183e-4
274.897,718.2,408.281,-432.277,-28.904,0.033,5.512,0.051,72.479,1.111e-7,0.039,3.183e-4
275.397,703.752,406.33,-430.322,-28.887,0.033,5.537,0.036,72.594,1.111e-7,0.039,3.183e-4
275.897,689.312,404.372,-428.358,-28.871,0.039,5.555,0.326,74.714,1.111e-7,0.039,1.592e-4
276.397,674.882,402.439,-426.42,-28.851,0.034,5.392,0.195,73.912,1.111e-7,0.039,1.592e-4
276.897,660.46,400.552,-424.528,-28.835,0.038,5.295,0.348,74.828,1.111e-7,0.039,1.592e-4
277.397,646.048,398.714,-422.684,-28.815,0.031,5.121,0.08,73.224,1.111e-7,0.039,3.183e-4
277.897,631.644,396.913,-420.878,-28.8,0.033,5.081,0.121,73.51,1.111e-7,0.039,3.183e-4
278.397,617.248,395.13,-419.09,-28.783,0.033,5.02,0.009,72.708,1.111e-7,0.039,3.183e-4
278.897,602.861,393.357,-417.311,-28.767,0.034,5.025,0.084,73.281,1.111e-7,0.039,3.183e-4
279.397,588.482,391.591,-415.54,-28.75,0.034,4.983,0.07,73.167,1.111e-7,0.039,3.183e-4
279.897,574.111,389.838,-413.781,-28.733,0.034,4.948,0.032,72.594,1.111e-7,0.039,3.183e-4
280.397,559.749,388.088,-412.027,-28.716,0.037,4.964,0.253,74.255,1.111e-7,0.039,1.592e-4
280.897,545.395,386.358,-410.291,-28.697,0.033,4.837,0.087,72.307,1.111e-7,0.039,3.183e-4
281.397,531.051,384.643,-408.571,-28.681,0.034,4.881,0.103,72.193,1.111e-7,0.039,3.183e-4
281.897,516.715,382.911,-406.833,-28.664,0.034,4.932,0.098,72.193,1.111e-7,0.039,3.183e-4
282.397,502.387,381.161,-405.078,-28.647,0.034,4.981,0.098,73.339,1.111e-7,0.039,3.183e-4
282.897,488.068,379.411,-403.323,-28.63,0.033,4.932,0.061,72.422,1.111e-7,0.039,3.183e-4
283.397,473.757,377.665,-401.572,-28.614,0.038,4.962,0.324,74.656,1.111e-7,0.039,1.592e-4
283.897,459.455,375.942,-399.843,-28.594,0.032,4.8,0.075,72.365,1.111e-7,0.039,3.183e-4
284.397,445.161,374.241,-398.137,-28.579,0.036,4.838,0.273,71.219,1.111e-7,0.039,3.183e-4
284.398,445.133,374.237,-398.134,-28.578,118.014,4.838,3.59,71.219,1.111e-7,0.039,3.183e-4
284.407,444.895,374.208,-398.104,-27.579,109.232,4.868,3.318,71.219,1.111e-7,0.039,3.183e-4
284.416,444.647,374.177,-398.073,-26.579,100.762,4.899,3.047,71.219,1.111e-7,0.039,3.183e-4
284.426,444.388,374.142,-398.038,-25.58,92.605,4.929,2.786,71.219,1.111e-7,0.039,3.183e-4
284.437,444.118,374.105,-398.001,-24.58,84.76,4.959,2.535,71.276,1.111e-7,0.039,3.183e-4
284.448,443.834,374.063,-397.959,-23.581,77.227,4.989,2.294,71.276,1.111e-7,0.039,3.183e-4
284.461,443.535,374.017,-397.913,-22.581,70.01,5.019,2.146,71.276,1.111e-7,0.039,3.183e-4
284.476,443.22,373.967,-397.862,-21.582,63.105,5.049,2.018,71.219,1.111e-7,0.039,3.183e-4
284.491,442.886,373.91,-397.805,-20.582,56.513,5.081,1.896,71.161,1.111e-7,0.039,3.183e-4
284.509,442.531,373.846,-397.742,-19.583,50.236,5.115,1.856,71.047,1.111e-7,0.039,3.183e-4
284.529,442.151,373.774,-397.669,-18.583,44.275,5.152,1.895,70.818,1.111e-7,0.039,3.183e-4
284.552,441.743,373.692,-397.587,-17.584,38.628,5.194,1.904,70.531,1.111e-7,0.039,3.183e-4
284.577,441.301,373.596,-397.491,-16.586,33.277,5.244,1.477,70.818,1.111e-7,0.039,3.183e-4
284.607,440.818,373.485,-397.379,-15.587,28.24,5.288,1.08,71.161,1.111e-7,0.039,3.183e-4
284.643,440.284,373.352,-397.247,-14.587,23.516,5.326,0.731,71.562,1.111e-7,0.039,3.183e-4
284.685,439.686,373.191,-397.086,-13.588,19.105,5.357,0.357,72.078,1.111e-7,0.039,3.183e-4
284.738,439.001,372.993,-396.887,-12.588,15.009,5.376,0.121,72.536,1.111e-7,0.039,3.183e-4
284.804,438.195,372.74,-396.634,-11.588,11.228,5.384,0.241,72.135,1.111e-7,0.039,3.183e-4
284.893,437.208,372.4,-396.294,-10.588,7.758,5.405,0.011,72.823,1.111e-7,0.039,3.183e-4
285.022,435.908,371.908,-395.801,-9.588,4.601,5.404,0.051,72.995,1.111e-7,0.039,3.183e-4
285.24,433.933,371.078,-394.971,-8.588,1.776,5.393,0.652,76.031,1.111e-7,0.039,1.592e-4
285.611,430.862,369.693,-393.585,-7.928,0.089,5.15,0.852,77.75,1.111e-7,0.039,1.592e-4
286.014,427.676,368.275,-392.166,-7.892,-0.026,4.807,0.382,70.531,1.111e-7,0.039,3.183e-4
286.419,424.482,366.878,-390.769,-7.903,-0.004,4.962,0.139,73.625,1.111e-7,0.039,1.592e-4
286.822,421.291,365.47,-389.36,-7.904,0.076,4.906,1.216,79.813,1.111e-7,0.039,1.592e-4
287.226,418.107,364.14,-388.03,-7.874,-0.071,4.415,0.025,72.938,1.111e-7,0.039,3.183e-4
287.631,414.911,362.876,-386.766,-7.903,0.009,4.405,0.341,70.818,1.111e-7,0.039,3.183e-4
288.035,411.723,361.6,-385.49,-7.899,0.046,4.543,0.986,67.093,1.111e-7,0.039,3.183e-4
288.438,408.539,360.247,-384.136,-7.881,-0.04,4.941,0.358,70.703,1.111e-7,0.039,3.183e-4
288.843,405.349,358.814,-382.703,-7.897,-0.003,5.086,0.158,73.74,1.111e-7,0.039,1.592e-4
289.246,402.163,357.372,-381.261,-7.898,0.023,5.022,0.656,68.984,1.111e-7,0.039,3.183e-4
289.649,398.979,355.902,-379.791,-7.889,-0.013,5.286,0.349,70.76,1.111e-7,0.039,3.183e-4
290.053,395.793,354.374,-378.262,-7.894,0.024,5.427,0.736,68.526,1.111e-7,0.039,3.183e-4
290.456,392.612,352.784,-376.671,-7.884,-0.016,5.724,0.412,70.359,1.111e-7,0.039,3.183e-4
290.86,389.427,351.126,-375.014,-7.891,-3.482e-4,5.89,0.339,74.771,1.111e-7,0.039,1.592e-4
291.263,386.245,349.466,-373.353,-7.891,-0.003,5.753,0.049,73.109,1.111e-7,0.039,3.183e-4
291.667,383.064,347.829,-371.716,-7.892,0.041,5.733,0.879,77.922,1.111e-7,0.039,1.592e-4
292.07,379.887,346.246,-370.132,-7.876,-0.013,5.379,0.674,76.719,1.111e-7,0.039,1.592e-4
292.473,376.706,344.749,-368.636,-7.881,-0.012,5.107,0.412,70.359,1.111e-7,0.039,3.183e-4
292.877,373.526,343.269,-367.155,-7.886,-0.006,5.273,0.042,72.536,1.111e-7,0.039,3.183e-4
293.28,370.348,341.765,-365.65,-7.888,0.007,5.29,0.293,74.485,1.111e-7,0.039,1.592e-4
293.682,367.171,340.275,-364.16,-7.885,-0.001,5.172,0.116,72.135,1.111e-7,0.039,3.183e-4
294.085,363.995,338.795,-362.68,-7.886,0.037,5.219,0.838,67.953,1.111e-7,0.039,3.183e-4
294.488,360.822,337.261,-361.146,-7.871,-0.032,5.556,0.107,72.193,1.111e-7,0.039,3.183e-4
294.891,357.645,335.671,-359.555,-7.884,0.003,5.599,0.163,73.74,1.111e-7,0.039,1.592e-4
295.294,354.472,334.086,-357.97,-7.883,0.002,5.534,0.089,72.25,1.111e-7,0.039,3.183e-4
295.696,351.299,332.506,-356.39,-7.882,0.004,5.569,0.213,71.562,1.111e-7,0.039,3.183e-4
296.099,348.127,330.909,-354.793,-7.88,3.888e-4,5.655,0.069,73.224,1.111e-7,0.039,1.592e-4
296.501,344.955,329.304,-353.187,-7.88,0.007,5.628,0.32,74.656,1.111e-7,0.039,1.592e-4
296.904,341.785,327.722,-351.604,-7.877,0.096,5.499,1.412,80.902,1.111e-7,0.039,1.583e-4
297.306,338.623,326.238,-350.12,-7.838,-0.096,4.931,0.122,72.078,1.111e-7,0.039,3.183e-4
297.71,335.446,324.821,-348.703,-7.877,0.023,4.98,0.639,69.041,1.111e-7,0.039,3.183e-4
298.113,332.28,323.369,-347.25,-7.868,-0.017,5.237,0.135,73.568,1.111e-7,0.039,1.592e-4
298.515,329.111,321.886,-345.767,-7.875,0.013,5.183,0.479,70.015,1.111e-7,0.039,3.183e-4
298.917,325.946,320.385,-344.266,-7.869,0.008,5.375,0.581,69.385,1.111e-7,0.039,3.183e-4
299.32,322.781,318.823,-342.704,-7.866,0.025,5.609,0.883,77.922,1.111e-7,0.039,1.592e-4
299.722,319.618,317.278,-341.158,-7.856,-0.017,5.254,0.62,76.433,1.111e-7,0.039,1.592e-4
300.125,316.452,315.817,-339.697,-7.863,-0.001,5.004,0.562,76.089,1.111e-7,0.039,1.592e-4
300.527,313.288,314.426,-338.306,-7.864,-0.002,4.778,0.472,70.015,1.111e-7,0.039,3.183e-4
300.929,310.126,313.041,-336.92,-7.865,0.006,4.967,0.551,76.031,1.111e-7,0.039,1.592e-4
301.331,306.964,311.66,-335.54,-7.862,-0.011,4.746,0.216,71.505,1.111e-7,0.039,3.183e-4
301.733,303.803,310.299,-334.178,-7.866,0.132,4.833,1.633,63.426,1.111e-7,0.039,3.183e-4
302.135,300.653,308.833,-332.712,-7.813,-0.129,5.489,0.016,72.88,1.111e-7,0.039,3.183e-4
302.539,297.483,307.265,-331.143,-7.865,0.006,5.482,0.241,74.198,1.111e-7,0.039,1.592e-4
302.941,294.325,305.722,-329.6,-7.863,0.002,5.385,0.208,74.026,1.111e-7,0.039,1.592e-4
303.342,291.168,304.205,-328.082,-7.862,0.028,5.302,0.738,68.526,1.111e-7,0.039,3.183e-4
303.744,288.013,302.657,-326.535,-7.851,-0.024,5.598,0.14,73.625,1.111e-7,0.039,1.592e-4
304.146,284.855,301.074,-324.951,-7.861,0.066,5.542,1.137,79.355,1.111e-7,0.039,1.592e-4
304.547,281.705,299.566,-323.443,-7.834,-0.06,5.086,0.189,73.912,1.111e-7,0.039,1.592e-4
304.95,278.545,298.129,-322.005,-7.859,0.005,5.01,0.277,74.427,1.111e-7,0.039,1.592e-4
305.351,275.392,296.723,-320.599,-7.857,0.02,4.898,0.648,69.041,1.111e-7,0.039,3.183e-4
305.753,272.24,295.297,-319.172,-7.849,-0.015,5.158,0.269,71.219,1.111e-7,0.039,3.183e-4
306.154,269.087,293.817,-317.692,-7.855,0.003,5.266,0.274,74.427,1.111e-7,0.039,1.592e-4
306.556,265.936,292.338,-316.213,-7.854,0.014,5.156,0.558,76.031,1.111e-7,0.039,1.592e-4
306.957,262.786,290.908,-314.782,-7.848,-0.012,4.932,0.173,71.792,1.111e-7,0.039,3.183e-4
307.358,259.635,289.498,-313.372,-7.853,0.002,5.002,0.112,73.453,1.111e-7,0.039,1.592e-4
307.759,256.487,288.086,-311.96,-7.852,0.002,4.957,0.002,72.766,1.111e-7,0.039,3.183e-4
308.16,253.338,286.681,-310.555,-7.851,0.012,4.958,0.44,75.344,1.111e-7,0.039,1.592e-4
308.561,250.192,285.301,-309.174,-7.847,0.005,4.782,0.497,69.901,1.111e-7,0.039,3.183e-4
308.962,247.046,283.916,-307.79,-7.844,-0.01,4.981,0.081,73.281,1.111e-7,0.039,1.592e-4
309.363,243.899,282.509,-306.381,-7.848,0.004,4.948,0.215,74.083,1.111e-7,0.039,1.592e-4
309.764,240.754,281.119,-304.991,-7.847,6.272e-4,4.862,0.104,73.396,1.111e-7,0.039,1.592e-4
310.164,237.61,279.747,-303.619,-7.846,0.002,4.82,0.035,72.995,1.111e-7,0.039,3.183e-4
310.565,234.467,278.384,-302.256,-7.846,0.021,4.806,0.612,69.213,1.111e-7,0.039,3.183e-4
310.966,231.326,276.988,-300.859,-7.837,-0.009,5.052,0.378,70.588,1.111e-7,0.039,3.183e-4
311.367,228.183,275.535,-299.406,-7.841,0.035,5.203,0.882,67.666,1.111e-7,0.039,3.183e-4
311.767,225.045,274.011,-297.881,-7.827,-0.025,5.557,0.487,69.958,1.111e-7,0.039,3.183e-4
